text,bank,source,article_title,publication_date,is_comparative,document_type,reference,source_type
"Goldman Sachs retained the equities trading crown, with $4.2bn in revenues from the business. But Morgan Stanley's gains of 45 per cent outpaced Goldman Sachs', taking it within $70mn of its rival. BofA and Citi both posted increases of less than 20 per cent, the lowest of the group. JPMorgan led in overall trading revenues with $9.7bn, up about a fifth from the year before.",Bank of America,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"Total investment banking fees at JPMorgan, Goldman Sachs, Morgan Stanley, BofA and Citi rose 2 per cent in the first quarter from a year ago to about $8bn, but the timing of fee payments means many of those relate to deals announced months earlier.",Citigroup,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"Total investment banking fees at JPMorgan, Goldman Sachs, Morgan Stanley, BofA and Citi rose 2 per cent in the first quarter from a year ago to about $8bn, but the timing of fee payments means many of those relate to deals announced months earlier.",Bank of America,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"Total investment banking fees at JPMorgan, Goldman Sachs, Morgan Stanley, BofA and Citi rose 2 per cent in the first quarter from a year ago to about $8bn, but the timing of fee payments means many of those relate to deals announced months earlier.",JPMorgan,Joshua Franklin,Wall Street banks reap $37bn from Trump trading boom,2025-04-15,True,news,"News article by Joshua Franklin
Title: Wall Street banks reap $37bn from Trump trading boom, published 2025-04-15",external
"Citigroup has slashed its end of year price target for the S&P 500, becoming the latest Wall Street bank to flag the potential hit to large US companies from President Donald Trump's tariffs.",Citigroup,George Steer,Citigroup slashes end of year price target for S&P 500 amid policy uncertainty,2024-04-14,False,news,"News article by George Steer
Title: Citigroup slashes end of year price target for S&P 500 amid policy uncertainty, published 2024-04-14",external
"Citi also lowered its 2025 earnings per share estimate to $255 from $270, as it joined banks including Bank of America and Oppenheimer in cutting its forecasts for the largest listed US companies.",Citigroup,George Steer,Citigroup slashes end of year price target for S&P 500 amid policy uncertainty,2024-04-14,True,news,"News article by George Steer
Title: Citigroup slashes end of year price target for S&P 500 amid policy uncertainty, published 2024-04-14",external
"Citi also lowered its 2025 earnings per share estimate to $255 from $270, as it joined banks including Bank of America and Oppenheimer in cutting its forecasts for the largest listed US companies.",Bank of America,George Steer,Citigroup slashes end of year price target for S&P 500 amid policy uncertainty,2024-04-14,True,news,"News article by George Steer
Title: Citigroup slashes end of year price target for S&P 500 amid policy uncertainty, published 2024-04-14",external
"""The goldilocks sentiment in place entering this year has given way to abject uncertainty,"" Citi analyst Scott Chronert said in a note on Friday.",Citigroup,George Steer,Citigroup slashes end of year price target for S&P 500 amid policy uncertainty,2024-04-14,False,news,"News article by George Steer
Title: Citigroup slashes end of year price target for S&P 500 amid policy uncertainty, published 2024-04-14",external
"The bank said profit climbed 11% to $7.4 billion, or 90 cents a share, as revenue rose 5.9% to $27.51 billion.",Bank of America,Hugh Son,"Bank of America tops analysts' estimates on better-than-expected interest income, trading",2025-04-15,False,news,"News article by Hugh Son
Title: Bank of America tops analysts' estimates on better-than-expected interest income, trading, published 2025-04-15",external
"Those gains were fueled by net interest income that rose to $14.6 billion in the quarter, exceeding the $14.56 billion StreetAccount estimate.",Bank of America,Hugh Son,"Bank of America tops analysts' estimates on better-than-expected interest income, trading",2025-04-15,False,news,"News article by Hugh Son
Title: Bank of America tops analysts' estimates on better-than-expected interest income, trading, published 2025-04-15",external
Bank of America said its NII benefited from lower deposit costs and higher-yielding investments compared with the year-earlier period.,Bank of America,Hugh Son,"Bank of America tops analysts' estimates on better-than-expected interest income, trading",2025-04-15,False,news,"News article by Hugh Son
Title: Bank of America tops analysts' estimates on better-than-expected interest income, trading, published 2025-04-15",external
Bank of America on Tuesday posted first-quarter results that topped analysts' expectations for profit and revenue on stronger-than-expected net interest income and trading revenue.,Bank of America,Hugh Son,"Bank of America tops analysts' estimates on better-than-expected interest income, trading",2025-04-15,False,news,"News article by Hugh Son
Title: Bank of America tops analysts' estimates on better-than-expected interest income, trading, published 2025-04-15",external
Here's what the company reported: Earnings: 90 cents a share vs. 82 cents per share LSEG estimate. Revenue: $27.51 billion vs. $26.99 billion expected.,Bank of America,Hugh Son,"Bank of America tops analysts' estimates on better-than-expected interest income, trading",2025-04-15,False,news,"News article by Hugh Son
Title: Bank of America tops analysts' estimates on better-than-expected interest income, trading, published 2025-04-15",external
"""Our business clients have been performing well; and consumers have shown resilience, continuing to spend and maintaining healthy credit quality,” CEO Brian Moynihan said in a release. ""Though we potentially face a changing economy in the future, we believe the disciplined investments we have made for high-quality growth, our diverse set of businesses, and the team's relentless focus on responsible growth will remain a source of strength.""",Bank of America,Hugh Son,"Bank of America tops analysts' estimates on better-than-expected interest income, trading",2025-04-15,False,news,"News article by Hugh Son
Title: Bank of America tops analysts' estimates on better-than-expected interest income, trading, published 2025-04-15",external
"Trading revenue rose 17% to $2.2 billion, which slightly topped the estimate, and fixed income revenue rose 5% to $3.5 billion, compared with the $3.46 billion estimate.",Bank of America,Hugh Son,"Bank of America tops analysts' estimates on better-than-expected interest income, trading",2025-04-15,False,news,"News article by Hugh Son
Title: Bank of America tops analysts' estimates on better-than-expected interest income, trading, published 2025-04-15",external
"Investment banking fees slipped 3% to $1.5 billion, missing the $1.6 billion estimate, amid the industrywide slowdown caused by trade uncertainty.",Bank of America,Hugh Son,"Bank of America tops analysts' estimates on better-than-expected interest income, trading",2025-04-15,False,news,"News article by Hugh Son
Title: Bank of America tops analysts' estimates on better-than-expected interest income, trading, published 2025-04-15",external
"The firm's provision for loan losses, another key metric watched by investors as banks plan for a possible recession later this year, came in better than expected at $1.5 billion, compared with the $1.58 billion estimate.",Bank of America,Hugh Son,"Bank of America tops analysts' estimates on better-than-expected interest income, trading",2025-04-15,False,news,"News article by Hugh Son
Title: Bank of America tops analysts' estimates on better-than-expected interest income, trading, published 2025-04-15",external
Bank of America shares have sold off in recent weeks on concern that President Donald Trump's tariff policies could cause a recession.,Bank of America,Hugh Son,"Bank of America tops analysts' estimates on better-than-expected interest income, trading",2025-04-15,False,news,"News article by Hugh Son
Title: Bank of America tops analysts' estimates on better-than-expected interest income, trading, published 2025-04-15",external
"JPMorgan Chase , Morgan Stanley and Goldman Sachs each exceeded analysts' estimates on a boom in equities trading revenue as banks took advantage of volatility in the quarter.",JPMorgan,Hugh Son,"Bank of America tops analysts' estimates on better-than-expected interest income, trading",2025-04-15,False,news,"News article by Hugh Son
Title: Bank of America tops analysts' estimates on better-than-expected interest income, trading, published 2025-04-15",external
"Citigroup has hired Robert Lighthizer, US President Donald Trump's former trade representative, to advise its clients on how to navigate the fallout from the administration's trade war.",Citigroup,Akila Quinio and Joshua Franklin,Citi hires Trump's former trade chief Robert Lighthizer,2025-05-01,False,news,"News article by Akila Quinio and Joshua Franklin
Title: Citi hires Trump's former trade chief Robert Lighthizer, published 2025-05-01",external
The Wall Street bank on Thursday confirmed it had appointed Lighthizer as a senior adviser as it seeks to help corporate clients respond to the president's sweeping import tariffs.,Citigroup,Akila Quinio and Joshua Franklin,Citi hires Trump's former trade chief Robert Lighthizer,2025-05-01,False,news,"News article by Akila Quinio and Joshua Franklin
Title: Citi hires Trump's former trade chief Robert Lighthizer, published 2025-05-01",external
"""Given our global presence, having ambassador Lighthizer's insights into the dynamics facing global trade is very valuable to us and our clients,"" Citi said. The appointment was first reported by the Wall Street Journal.",Citigroup,Akila Quinio and Joshua Franklin,Citi hires Trump's former trade chief Robert Lighthizer,2025-05-01,False,news,"News article by Akila Quinio and Joshua Franklin
Title: Citi hires Trump's former trade chief Robert Lighthizer, published 2025-05-01",external
"However, banks have benefited from increased trading activity thanks to greater volatility in markets, with Citi's 20 per cent increase in first-quarter profits boosted by the performance of its trading business.",Citigroup,Akila Quinio and Joshua Franklin,Citi hires Trump's former trade chief Robert Lighthizer,2025-05-01,False,news,"News article by Akila Quinio and Joshua Franklin
Title: Citi hires Trump's former trade chief Robert Lighthizer, published 2025-05-01",external
"Citi chief financial officer Mark Mason last month said the bank's corporate clients were ""prepping for more headwind"" with some bolstering their balance sheets or accelerating imports. Citi is present in more than 90 countries.",Citigroup,Akila Quinio and Joshua Franklin,Citi hires Trump's former trade chief Robert Lighthizer,2025-05-01,False,news,"News article by Akila Quinio and Joshua Franklin
Title: Citi hires Trump's former trade chief Robert Lighthizer, published 2025-05-01",external
A former JPMorgan Chase commodities trader was unfairly dismissed by the bank despite an employment judge finding that his “suspicious and unusual” trading of cocoa futures was likely attempted market manipulation.,JPMorgan,Simon Foy,JPMorgan London trader unfairly dismissed despite spoofing,2025-05-20,False,news,"News article by Simon Foy
Title: JPMorgan London trader unfairly dismissed despite spoofing, published 2025-05-20",external
"Phil Remillard, a former London-based agricultural trader at the Wall Street bank, was deemed to be unfairly dismissed because he was not provided with documents he was entitled to see during the bank's disciplinary investigation of him, the judge said.",JPMorgan,Simon Foy,JPMorgan London trader unfairly dismissed despite spoofing,2025-05-20,False,news,"News article by Simon Foy
Title: JPMorgan London trader unfairly dismissed despite spoofing, published 2025-05-20",external
"However, the judge also found that Remillard, who alleged that JPMorgan dismissed him to appease regulators, likely committed spoofing — a practice that involves quickly placing and withdrawing buy and sell orders to give other traders a false impression of demand.",JPMorgan,Simon Foy,JPMorgan London trader unfairly dismissed despite spoofing,2025-05-20,False,news,"News article by Simon Foy
Title: JPMorgan London trader unfairly dismissed despite spoofing, published 2025-05-20",external
The trader's dismissal came after JPMorgan agreed to pay a $920mn settlement in the US in 2020 after admitting to manipulating precious metals futures and US government bond markets through spoofing.,JPMorgan,Simon Foy,JPMorgan London trader unfairly dismissed despite spoofing,2025-05-20,False,news,"News article by Simon Foy
Title: JPMorgan London trader unfairly dismissed despite spoofing, published 2025-05-20",external
Remillard's alleged spoofed trades took place in 2018 and were discovered after JPMorgan re-ran a surveillance operation after becoming concerned that some transactions had not been properly monitored.,JPMorgan,Simon Foy,JPMorgan London trader unfairly dismissed despite spoofing,2025-05-20,False,news,"News article by Simon Foy
Title: JPMorgan London trader unfairly dismissed despite spoofing, published 2025-05-20",external
"In the case, JPMorgan argued that it would have been obvious to any trader that Remillard's pattern of trading was both suspicious and unusual, a claim that was accepted by the judge.",JPMorgan,Simon Foy,JPMorgan London trader unfairly dismissed despite spoofing,2025-05-20,False,news,"News article by Simon Foy
Title: JPMorgan London trader unfairly dismissed despite spoofing, published 2025-05-20",external
JPMorgan declined to comment.,JPMorgan,Simon Foy,JPMorgan London trader unfairly dismissed despite spoofing,2025-05-20,False,news,"News article by Simon Foy
Title: JPMorgan London trader unfairly dismissed despite spoofing, published 2025-05-20",external
"Citigroup has laid off 3,500 technology staff in mainland China as part of the bank's push to cut costs and streamline its global operations amid a broader turnaround effort.",Citigroup,Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai,"Citigroup lays off 3,500 tech staff in China",2025-06-05,False,news,"News article by Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai
Title: Citigroup lays off 3,500 tech staff in China, published 2025-06-05",external
"The cut affects a division based in Shanghai and Dalian, north-eastern China, that provides IT services to Citi businesses in more than 20 countries.",Citigroup,Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai,"Citigroup lays off 3,500 tech staff in China",2025-06-05,False,news,"News article by Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai
Title: Citigroup lays off 3,500 tech staff in China, published 2025-06-05",external
"Citi said some positions would be moved to other countries ""to be closer to the businesses and products they support"", without providing figures or specific locations.",Citigroup,Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai,"Citigroup lays off 3,500 tech staff in China",2025-06-05,False,news,"News article by Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai
Title: Citigroup lays off 3,500 tech staff in China, published 2025-06-05",external
"The US bank, which has maintained a presence in mainland China since 1902, said the move would not affect its Chinese subsidiary's banking operations based in Shanghai, or the remaining tech staff based in Guangzhou who serve mainland China and Hong Kong.",Citigroup,Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai,"Citigroup lays off 3,500 tech staff in China",2025-06-05,False,news,"News article by Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai
Title: Citigroup lays off 3,500 tech staff in China, published 2025-06-05",external
"Citi, the third-biggest US bank by assets, has been trying to address long-standing operational and profitability challenges with a dramatic restructuring that has included laying off thousands of employees and flattening its management structure.",Citigroup,Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai,"Citigroup lays off 3,500 tech staff in China",2025-06-05,False,news,"News article by Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai
Title: Citigroup lays off 3,500 tech staff in China, published 2025-06-05",external
"Luet added Citi ""continues to pursue the establishment of a wholly owned securities and futures company in China"". Foreign investment banks have in recent years pushed to fully own their operations in the country but have faced a challenging economic and geopolitical backdrop.",Citigroup,Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai,"Citigroup lays off 3,500 tech staff in China",2025-06-05,False,news,"News article by Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai
Title: Citigroup lays off 3,500 tech staff in China, published 2025-06-05",external
"The tech staff let go on Thursday were offered a severance package including a bonus of up to six months' pay if they signed agreements this month, said a Dalian-based Citi employee who received the notice.",Citigroup,Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai,"Citigroup lays off 3,500 tech staff in China",2025-06-05,False,news,"News article by Cheng Leng and Arjun Neil Alim in Hong Kong and Thomas Hale in Shanghai
Title: Citigroup lays off 3,500 tech staff in China, published 2025-06-05",external
"Citigroup is poised to increase provisions for potential bad loans by hundreds of millions of dollars for the second quarter, in a sign of growing financial stress among US consumers and businesses.",Citigroup,Akila Quinio and Martin Arnold,Citigroup poised to boost provisions for potential bad loans,2025-06-10,False,news,"News article by Akila Quinio and Martin Arnold
Title: Citigroup poised to boost provisions for potential bad loans, published 2025-06-10",external
"""Given the macro environment [and] cost of credit compared to last quarter, we expect to be up a few hundred million dollars,"" Citi's head of banking Vis Raghavan told investors at a Morgan Stanley conference on Tuesday.",Citigroup,Akila Quinio and Martin Arnold,Citigroup poised to boost provisions for potential bad loans,2025-06-10,False,news,"News article by Akila Quinio and Martin Arnold
Title: Citigroup poised to boost provisions for potential bad loans, published 2025-06-10",external
"JPMorgan Chase chief executive Jamie Dimon said on Tuesday that the biggest US bank by assets experienced ""a teeny deterioration"" in consumer finances due to the impact of higher tariffs, but he said it would take several months before the full effect became clear.",JPMorgan,Akila Quinio and Martin Arnold,Citigroup poised to boost provisions for potential bad loans,2025-06-10,False,news,"News article by Akila Quinio and Martin Arnold
Title: Citigroup poised to boost provisions for potential bad loans, published 2025-06-10",external
Raghavan said he was reassured by the fact that Citi's credit card loan book was geared towards customers with higher credit scores. Citi is one of the largest retail lenders in the US and took a $2.7bn provision for credit losses in the previous quarter.,Citigroup,Akila Quinio and Martin Arnold,Citigroup poised to boost provisions for potential bad loans,2025-06-10,False,news,"News article by Akila Quinio and Martin Arnold
Title: Citigroup poised to boost provisions for potential bad loans, published 2025-06-10",external
"Raghavan added that he was ""incredibly reassured"" by the credit quality of the bank's corporate clients, with 80 per cent of its exposure being to high-grade issuers.",Citigroup,Akila Quinio and Martin Arnold,Citigroup poised to boost provisions for potential bad loans,2025-06-10,False,news,"News article by Akila Quinio and Martin Arnold
Title: Citigroup poised to boost provisions for potential bad loans, published 2025-06-10",external
Bank of America (BAC) CEO Brian Moynihan said Wednesday that the country's second-largest bank is going to take a look at stablecoins after key crypto legislation passes.,Bank of America,DAVID HOLLERITH,Bank of America: In on stablecoins?,2025-06-11,False,news,"News article by DAVID HOLLERITH
Title: Bank of America: In on stablecoins?, published 2025-06-11",external
"As far back as February, Moynihan has said that his bank would plan to launch a stablecoin pending crypto legislation. What has not been highlighted before is that his bank will wait for both pieces of legislation to pass before moving forward.",Bank of America,DAVID HOLLERITH,Bank of America: In on stablecoins?,2025-06-11,False,news,"News article by DAVID HOLLERITH
Title: Bank of America: In on stablecoins?, published 2025-06-11",external
"Meanwhile, Bank of America's investment banking is expected to decline by more than 20% in the second quarter compared to the year ago period, Moynihan said. Trading revenue is poised for a ""mid-to-high single digit"" increase for the same period.",Bank of America,DAVID HOLLERITH,Bank of America: In on stablecoins?,2025-06-11,False,news,"News article by DAVID HOLLERITH
Title: Bank of America: In on stablecoins?, published 2025-06-11",external
He also acknowledged that BofA is working both independently and in collaboration with other US banks on some stablecoin efforts.,Bank of America,DAVID HOLLERITH,Bank of America: In on stablecoins?,2025-06-11,False,news,"News article by DAVID HOLLERITH
Title: Bank of America: In on stablecoins?, published 2025-06-11",external
"A group of big banks, including JPMorgan Chase (JPM), Wells Fargo (WFC), Citigroup (C), and PNC (PNC), met last week in a working group to discuss the prospect of offering stablecoins in a collaborative effort, Yahoo Finance reported last week. One idea currently being floated is creating a Zelle-like stablecoin network.",Citigroup,DAVID HOLLERITH,Bank of America: In on stablecoins?,2025-06-11,True,news,"News article by DAVID HOLLERITH
Title: Bank of America: In on stablecoins?, published 2025-06-11",external
"A group of big banks, including JPMorgan Chase (JPM), Wells Fargo (WFC), Citigroup (C), and PNC (PNC), met last week in a working group to discuss the prospect of offering stablecoins in a collaborative effort, Yahoo Finance reported last week. One idea currently being floated is creating a Zelle-like stablecoin network.",JPMorgan,DAVID HOLLERITH,Bank of America: In on stablecoins?,2025-06-11,True,news,"News article by DAVID HOLLERITH
Title: Bank of America: In on stablecoins?, published 2025-06-11",external
Zelle is a digital payment network run by fintech firm Early Warning Services that facilitates transactions between US bank customers and is owned by Bank of America and other large banks.,Bank of America,DAVID HOLLERITH,Bank of America: In on stablecoins?,2025-06-11,False,news,"News article by DAVID HOLLERITH
Title: Bank of America: In on stablecoins?, published 2025-06-11",external
"In the same conversation, Moynihan also played down some of the potential for stablecoins. ""This idea that one payment system could take over the world very fast..."" He said ticking through a number of different ways the bank's customers move money from debit and credit cards to checks and cash.",Bank of America,DAVID HOLLERITH,Bank of America: In on stablecoins?,2025-06-11,False,news,"News article by DAVID HOLLERITH
Title: Bank of America: In on stablecoins?, published 2025-06-11",external
"Global banks led by JPMorgan Chase, Citigroup and Bank of America boosted fossil fuel financing by more than one-fifth in 2024, in a major reversal of the trend of recent years, an annual report by climate campaigners found.",Citigroup,Attracta Mooney,"Banks boosted fossil fuel finance by more than a fifth in 2024, report says",2025-06-17,True,news,"News article by Attracta Mooney
Title: Banks boosted fossil fuel finance by more than a fifth in 2024, report says, published 2025-06-17",external
"Global banks led by JPMorgan Chase, Citigroup and Bank of America boosted fossil fuel financing by more than one-fifth in 2024, in a major reversal of the trend of recent years, an annual report by climate campaigners found.",Bank of America,Attracta Mooney,"Banks boosted fossil fuel finance by more than a fifth in 2024, report says",2025-06-17,True,news,"News article by Attracta Mooney
Title: Banks boosted fossil fuel finance by more than a fifth in 2024, report says, published 2025-06-17",external
"Global banks led by JPMorgan Chase, Citigroup and Bank of America boosted fossil fuel financing by more than one-fifth in 2024, in a major reversal of the trend of recent years, an annual report by climate campaigners found.",JPMorgan,Attracta Mooney,"Banks boosted fossil fuel finance by more than a fifth in 2024, report says",2025-06-17,True,news,"News article by Attracta Mooney
Title: Banks boosted fossil fuel finance by more than a fifth in 2024, report says, published 2025-06-17",external
"In the ranking, JPMorgan remained in lead position as the world's biggest financier of fossil fuels after increasing its activities by more than a third to provide $53.5bn to the sector in 2024.",JPMorgan,Attracta Mooney,"Banks boosted fossil fuel finance by more than a fifth in 2024, report says",2025-06-17,False,news,"News article by Attracta Mooney
Title: Banks boosted fossil fuel finance by more than a fifth in 2024, report says, published 2025-06-17",external
"Bank of America and Citigroup also increased fossil fuel financing by more than $10bn each last year, to deliver $46bn and $44.7bn, respectively.",Bank of America,Attracta Mooney,"Banks boosted fossil fuel finance by more than a fifth in 2024, report says",2025-06-17,True,news,"News article by Attracta Mooney
Title: Banks boosted fossil fuel finance by more than a fifth in 2024, report says, published 2025-06-17",external
"Bank of America and Citigroup also increased fossil fuel financing by more than $10bn each last year, to deliver $46bn and $44.7bn, respectively.",Citigroup,Attracta Mooney,"Banks boosted fossil fuel finance by more than a fifth in 2024, report says",2025-06-17,True,news,"News article by Attracta Mooney
Title: Banks boosted fossil fuel finance by more than a fifth in 2024, report says, published 2025-06-17",external
Citi said it supported “the transition to a low-carbon economy”. It has committed to reaching net zero greenhouse gas financed emissions by 2050 and said it was working with clients on decarbonisation and clean energy.,Citigroup,Attracta Mooney,"Banks boosted fossil fuel finance by more than a fifth in 2024, report says",2025-06-17,False,news,"News article by Attracta Mooney
Title: Banks boosted fossil fuel finance by more than a fifth in 2024, report says, published 2025-06-17",external
"Bank of America, which ranked second globally, declined to comment.",Bank of America,Attracta Mooney,"Banks boosted fossil fuel finance by more than a fifth in 2024, report says",2025-06-17,False,news,"News article by Attracta Mooney
Title: Banks boosted fossil fuel finance by more than a fifth in 2024, report says, published 2025-06-17",external
"Many US banks have rolled back net zero targets in recent months under the Trump administration, with JPMorgan, Citigroup and Bank of America also all quitting the UN-backed Net-Zero Banking Alliance industry group.",Citigroup,Attracta Mooney,"Banks boosted fossil fuel finance by more than a fifth in 2024, report says",2025-06-17,True,news,"News article by Attracta Mooney
Title: Banks boosted fossil fuel finance by more than a fifth in 2024, report says, published 2025-06-17",external
"Many US banks have rolled back net zero targets in recent months under the Trump administration, with JPMorgan, Citigroup and Bank of America also all quitting the UN-backed Net-Zero Banking Alliance industry group.",Bank of America,Attracta Mooney,"Banks boosted fossil fuel finance by more than a fifth in 2024, report says",2025-06-17,True,news,"News article by Attracta Mooney
Title: Banks boosted fossil fuel finance by more than a fifth in 2024, report says, published 2025-06-17",external
"Many US banks have rolled back net zero targets in recent months under the Trump administration, with JPMorgan, Citigroup and Bank of America also all quitting the UN-backed Net-Zero Banking Alliance industry group.",JPMorgan,Attracta Mooney,"Banks boosted fossil fuel finance by more than a fifth in 2024, report says",2025-06-17,True,news,"News article by Attracta Mooney
Title: Banks boosted fossil fuel finance by more than a fifth in 2024, report says, published 2025-06-17",external
