text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call,bank,document_type,source,sentiment
"Fixed Income revenues were down 13%, as strength in our Rates franchise was more than offset by a decline in Currencies and Commodities.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 6",Negative
"And finally, Banking revenues, excluding gains and losses on loan hedges, were down 22%, driven by Investment Banking, as heightened macro uncertainty continued to impact client activity, as well as lower revenues in Corporate Lending.",quarter,Mark Mason,CFO,6,Prepared remarks,Q2_2023,2023-07-14,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 6",Negative
"Average deposits decreased 1%, largely reflecting our Wealth clients putting cash to work in fixed income investments on our platform.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 7",Negative
"And PBWM delivered an RoTCE of 5.5%, both for this quarter and through the first half of 2023, largely reflecting the challenging environment for Wealth and higher credit costs.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 7",Negative
"Retail Banking revenues decreased 9%, reflecting the transfer of relationships and the associated deposits to our Wealth business.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 7",Negative
"Client advisors were down 1%, reflecting the re-pacing of strategic hiring.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 7",Negative
"On Slide 14, we show results for Legacy Franchises. Revenues were down 1%, as the benefit of higher rates and volumes in Mexico was more than offset by the reductions from closed consumer exits and wind-downs.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 7",Negative
"Expenses decreased 2%, primarily driven by closed consumer exits and wind-downs. Excluding divestiture-related impacts, expenses decreased 8%.",quarter,Mark Mason,CFO,7,Prepared remarks,Q2_2023,2023-07-14,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 7",Negative
"Plus, it's a fairly uncertain macroeconomic environment at the moment, so both Mark and I feel it's prudent to continue making that assessment until some of this uncertainty is clarified as to what precisely we’ll do.",quarter,Jane Fraser,CEO,10,Q and A,Q2_2023,2023-07-14,Citigroup,transcript,"Jane Fraser (CEO)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 10",Negative
"Thanks for that perspective, Jane, very well said. Just one quick follow-up for me. PBWM fee income trends, given the lower partner payments, I mean clearly the Wealth fee trends would suggest that they were quite subdued in the quarter. And I just wanted to understand your outlook over the near medium term what drove some of the weakness this quarter? Is it something that you expect will likely persist, especially given some of the market tailwinds that we've been seeing, would have expected to see a little bit more resiliency in Wealth fee income in particular.",quarter,Steven Chubak,Analyst,14,Q and A,Q2_2023,2023-07-14,Citigroup,transcript,"Steven Chubak (Analyst)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 14",Negative
"Yes. Look, I think as we mentioned, Wealth was down about 5%. It's really hard to talk the rebound in Wealth in the midst of such an uncertain environment and the one that we're in, it's hard to disconnect those macro factors like rates, inflation, the prospect of a recession from what we're seeing in Wealth. And I think there are two dynamics that have played out. One has been the shift from our customers, from customers more broadly into higher-yielding products from out of deposits. And the other has been the fee revenue from an investment management fee point of view, and as you might think about it, it is a higher rate environment. There are opportunities for clients to earn more. And not until there's greater certainty in the broader macro factors will I think we start to see some real momentum tick up there.",quarter,Mark Mason,CFO,14,Q and A,Q2_2023,2023-07-14,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 14",Negative
"And then the follow-up, and this is not really Citi-specific, but for the card industry, a lot of the banks that are in card. Everyone is talking about kind of getting to normalized levels, just call it in the near term here next couple of quarters. And I guess, just thoughts on getting this normalized level of losses when unemployment is all-time low, wages are growing. Obviously, there's inflationary pressures, but it's just a little surprising, again, not to Citi-specific, but it's a little surprising that we're getting to this normalized state when things seem like they're pretty good.",quarter,Matt O'Connor,Analyst,16,Q and A,Q2_2023,2023-07-14,Citigroup,transcript,"Matt O'Connor (Analyst)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 16",Negative
"And on the investor side, most of the investors stayed on the sidelines in Q2. The debt ceiling was a bigger topic than economic news was, and then it was a very low vol environment. We saw a bit of a pickup at the beginning with the light bump in volatility in the last few days, but I wouldn't call that a trend yet.",quarter,Jane Fraser,CEO,18,Q and A,Q2_2023,2023-07-14,Citigroup,transcript,"Jane Fraser (CEO)
Citigroup, Q2, 2023 Earnings Call Transcript, Page 18",Negative
"Looking at the macro environment as we enter the second half of the year, the U.S. is still the world’s most structurally sound economy. After a break in progress, inflation now appears back on a downward trajectory. Services spending has remained on an upward trend although there are clear signs of a softening labor market and the tightening of the consumer budget. And of course, you might have heard there is an election in November.",quarter,JANE FRASER,CEO,3,Prepared remarks,Q2_2024,2024-07-12,Citigroup,transcript,"JANE FRASER (CEO)
Citigroup, Q2, 2024 Earnings Call Transcript, Page 3",Negative
"In Europe, while rate cuts have begun, the region’s lack of competitiveness continues to be a drag on growth. In Asia, China is growing moderately, albeit with government stimulus, and their pivot to high-tech manufacturing is being challenged by tariffs on EVs and semi-conductors.",quarter,JANE FRASER,CEO,3,Prepared remarks,Q2_2024,2024-07-12,Citigroup,transcript,"JANE FRASER (CEO)
Citigroup, Q2, 2024 Earnings Call Transcript, Page 3",Negative
"On slide 7, we show the expense trend over the past five quarters. This quarter we reported expenses of $13.4 billion, down 2%, and 6% sequentially, which includes the $136 million civil money penalties imposed by the Fed and OCC earlier this week.",quarter,MARK MASON,CFO,3,Prepared remarks,Q2_2024,2024-07-12,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q2, 2024 Earnings Call Transcript, Page 3",Negative
"That said, we have fallen short in data quality management particularly related to regulatory reporting, which we have acknowledged publicly since the beginning of the year.",quarter,MARK MASON,CFO,4,Prepared remarks,Q2_2024,2024-07-12,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q2, 2024 Earnings Call Transcript, Page 4",Negative
"Now turning back to the quarterly results. On slide 9, we show net interest income, deposits, and loans where I’ll speak to sequential variances. In the second quarter, net interest income was roughly flat. Excluding Markets, net interest income was down 3%, largely driven by the impact of foreign exchange translation, seasonally lower revolving card balances and lower interest rates in Argentina, partially offset by higher deposit spreads in Wealth.",quarter,MARK MASON,CFO,4,Prepared remarks,Q2_2024,2024-07-12,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q2, 2024 Earnings Call Transcript, Page 4",Negative
"Average loans were roughly flat, as growth in Cards and Mexico Consumer was largely offset by slight declines across businesses. And average deposits decreased by 1%, largely driven by seasonal outflows and transfers to investments in Wealth as well as non-operational outflows in TTS.",quarter,MARK MASON,CFO,4,Prepared remarks,Q2_2024,2024-07-12,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q2, 2024 Earnings Call Transcript, Page 4",Negative
"Our Corporate portfolio is largely investment grade, at approximately 82% as of the second quarter. And we saw a nearly $500 million sequential decrease in corporate non-accrual loans, largely driven by upgrades and repayments.",quarter,MARK MASON,CFO,4,Prepared remarks,Q2_2024,2024-07-12,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q2, 2024 Earnings Call Transcript, Page 4",Negative
"On slide 14, we show the results for Markets for the second quarter. Markets revenues were up 6%. Fixed Income revenues decreased 3%, driven by Rates and Currencies, which were down 11% on the back of lower volatility and tighter spreads. This was partially offset by strength in Spread Products and Other Fixed Income, which was up 20% primarily driven by continued loan growth and higher securitization and underwriting fees.",quarter,MARK MASON,CFO,5,Prepared remarks,Q2_2024,2024-07-12,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q2, 2024 Earnings Call Transcript, Page 5",Negative
"Second, we continue to see seasonally higher NCLs in the second quarter. Third, certain pockets of customers continue to be impacted by persistent inflation and high interest rates resulting in higher losses.",quarter,MARK MASON,CFO,6,Prepared remarks,Q2_2024,2024-07-12,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q2, 2024 Earnings Call Transcript, Page 6",Negative
"However, across both portfolios we are seeing signs of stabilization in delinquency performance, but we will continue to watch the impact of persistent inflation and high interest rates as the year progresses.",quarter,MARK MASON,CFO,7,Prepared remarks,Q2_2024,2024-07-12,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q2, 2024 Earnings Call Transcript, Page 7",Negative
"Average deposits decreased 18%, as the transfer of relationships and the associated deposits to our Wealth business more than offset the underlying growth. Net income was $121 million and RoTCE for the quarter was 1.9%.",quarter,MARK MASON,CFO,7,Prepared remarks,Q2_2024,2024-07-12,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q2, 2024 Earnings Call Transcript, Page 7",Negative
"On slide 18, we show results for All Other on a managed basis, which includes Corporate Other and Legacy Franchises and excludes divestiture-related items. Revenues decreased 22%, primarily driven by the closed exits and wind-downs and higher funding costs, partially offset by growth in Mexico as well as the impact from the Visa B exchange offer. And expenses decreased 7%, primarily driven by closed exits and wind-downs.",quarter,MARK MASON,CFO,7,Prepared remarks,Q2_2024,2024-07-12,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q2, 2024 Earnings Call Transcript, Page 7",Negative
